filename,path,label,num_words,avg_sentence_length,word_diversity,polarity,subjectivity,flesch_reading_ease,gunning_fog,function_word_ratio,content_word_ratio
Blogs_Technology_G12B_LV3_2022_22_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G12B_LV3_2022_22_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_DS_LV1_2022_23_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_DS_LV1_2022_23_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_LMK_LV1_2022_14_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_LMK_LV1_2022_14_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_DS_LV2_2022_29_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_DS_LV2_2022_29_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G4B_LV1_2022_10_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G4B_LV1_2022_10_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G12B_LV2_2022_16_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G12B_LV2_2022_16_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G4B_LV2_2022_04_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G4B_LV2_2022_04_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_DS_LV3_2022_03_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_DS_LV3_2022_03_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G12B_LV1_2022_02_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G12B_LV1_2022_02_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_LMK_LV3_2022_34_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_LMK_LV3_2022_34_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G4B_LV3_2022_30_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G4B_LV3_2022_30_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_DS_LV2_2022_37_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_DS_LV2_2022_37_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G12B_LV2_2022_08_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G12B_LV2_2022_08_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_LMK_LV3_2022_49_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_LMK_LV3_2022_49_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G12B_LV3_2022_41_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G12B_LV3_2022_41_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_DS_LV1_2022_40_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_DS_LV1_2022_40_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G12B_LV3_2022_30_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G12B_LV3_2022_30_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_DS_LV1_2022_31_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_DS_LV1_2022_31_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_LMK_LV1_2022_06_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_LMK_LV1_2022_06_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G4B_LV2_2022_08_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G4B_LV2_2022_08_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_LMK_LV3_2022_38_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_LMK_LV3_2022_38_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G4B_LV3_2022_41_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G4B_LV3_2022_41_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_DS_LV2_2022_46_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_DS_LV2_2022_46_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_LMK_LV3_2022_45_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_LMK_LV3_2022_45_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G12B_LV2_2022_04_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G12B_LV2_2022_04_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G4B_LV1_2022_02_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G4B_LV1_2022_02_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_LMK_LV1_2022_18_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_LMK_LV1_2022_18_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_DS_LV3_2022_11_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_DS_LV3_2022_11_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G12B_LV1_2022_10_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G12B_LV1_2022_10_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_LMK_LV3_2022_26_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_LMK_LV3_2022_26_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G4B_LV2_2022_16_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G4B_LV2_2022_16_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_DS_LV2_2022_25_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_DS_LV2_2022_25_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_LMK_LV2_2022_12_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_LMK_LV2_2022_12_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G4B_LV3_2022_22_01.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G4B_LV3_2022_22_01.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_G4B_LV1_2022_49_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_G4B_LV1_2022_49_02.txt,llm,0,0,0,0,0,0,0,0,0
Blogs_Technology_LMK_LV2_2022_47_02.txt,Datasets/LLM/Blogs/TECHNOLOGY/2022/Blogs_Technology_LMK_LV2_2022_47_02.txt,llm,0,0,0,0,0,0,0,0,0
